student_id,department,semester,course_load,study_hours_weekly,gpa,attendance_pct,has_internship,commute_minutes,scholarship
STU00357,Engineering,Spring 2024,4,21.2,2.96,90.3,No,35,Department
STU00358,Computer Science,Spring 2024,5,11.4,3.48,69.5,Yes,11,Athletic
STU00359,Engineering,Fall 2023,5,3.1,2.14,83.0,No,,Athletic
STU00360,Mathematics,Spring 2024,5,17.3,3.37,91.1,No,19,Athletic
STU00361,Business,Spring 2024,3,14.9,3.14,74.4,Yes,23,None
STU00362,Biology,Fall 2023,5,2.6,2.78,92.7,Yes,6,Department
STU00363,Computer Science,Fall 2023,6,24.6,2.98,62.8,No,25,Need-based
STU00364,Engineering,Spring 2024,5,15.2,3.12,73.4,No,39,Athletic
STU00365,Computer Science,Spring 2024,5,26.1,3.18,100,No,15,Merit
STU00366,Biology,Fall 2024,4,19.6,2.82,62.9,No,14,None
STU00367,Biology,Spring 2024,4,13.1,2.89,84.1,Yes,,Need-based
STU00368,Biology,Fall 2024,6,21.3,3.14,83.7,Yes,16,Merit
STU00369,Computer Science,Fall 2023,5,18.9,3.08,71.9,Yes,49,Athletic
STU00370,Business,Spring 2024,5,16.6,2.77,86.2,Yes,15,Need-based
STU00371,Biology,Spring 2024,5,17.5,3.01,71.5,Yes,44,Need-based
STU00372,Computer Science,Fall 2024,4,18.8,3.33,72.6,Yes,48,None
STU00373,Business,Fall 2024,5,16.6,3.35,76.9,Yes,14,Need-based
STU00374,Computer Science,Fall 2024,3,18.3,3.26,75.7,No,26,None
STU00375,Engineering,Fall 2023,4,14.2,2.39,88.5,No,,Merit
STU00376,Biology,Spring 2024,3,13.1,2.31,78.3,No,,Merit
STU00377,Mathematics,Fall 2024,3,19.7,3.38,61.7,No,13,Department
STU00378,Engineering,Fall 2023,6,16.8,2.1,62.9,No,,Department
STU00379,Computer Science,Spring 2024,5,9.6,2.52,64.9,Yes,11,Merit
STU00380,Biology,Fall 2024,5,15.6,3.17,75.3,Yes,28,Need-based
STU00381,Computer Science,Fall 2023,4,18.6,2.9,96.4,No,42,Department
STU00382,Mathematics,Fall 2023,6,15.0,2.67,75.4,Yes,36,Need-based
STU00383,Computer Science,Spring 2024,3,11.6,2.82,78.6,Yes,19,Need-based
STU00384,Computer Science,Fall 2024,4,13.8,3.11,90.5,No,12,Need-based
STU00385,Engineering,Spring 2024,3,3.9,1.56,71.6,No,5,Need-based
STU00386,Biology,Fall 2024,5,20.8,3.63,63.2,Yes,15,Need-based
STU00387,Computer Science,Fall 2023,3,8.7,2.24,84.1,No,17,Athletic
STU00388,Mathematics,Spring 2024,5,20.8,3.7,79.0,Yes,,Athletic
STU00389,Biology,Fall 2023,4,7.6,3.15,98.1,Yes,37,Athletic
STU00390,Computer Science,Fall 2023,5,9.9,2.84,70.9,No,14,Department
STU00391,Biology,Spring 2024,4,19.4,2.96,75.5,Yes,29,Need-based
STU00392,Mathematics,Fall 2024,3,15.7,2.79,74.3,No,36,Department
STU00393,Mathematics,Spring 2024,3,12.8,2.66,67.8,No,18,Merit
STU00394,Biology,Fall 2024,3,15.3,2.58,71.5,No,26,None
STU00395,Business,Spring 2024,4,17.4,2.66,91.0,No,39,Merit
STU00396,Computer Science,Spring 2024,3,23.1,2.88,89.0,No,24,Need-based
STU00397,Engineering,Fall 2023,6,16.9,3.2,86.4,Yes,,Merit
STU00398,Biology,Spring 2024,4,19.3,3.3,77.5,Yes,18,Merit
STU00399,Biology,Fall 2023,4,12.3,2.48,75.4,Yes,16,None
STU00400,Biology,Fall 2023,6,21.5,2.58,71.9,No,5,Athletic
STU00401,Business,Spring 2024,4,13.9,2.84,74.6,No,34,None
STU00402,Business,Fall 2023,6,21.0,3.26,69.9,No,,None
STU00403,Business,Fall 2024,6,9.3,2.36,74.6,No,8,Department
STU00404,Engineering,Fall 2023,4,14.3,2.69,96.0,No,29,Department
STU00405,Business,Spring 2024,4,8.0,2.54,95.2,No,25,Merit
STU00406,Mathematics,Fall 2023,5,29.9,4.0,88.6,No,,Need-based
STU00407,Computer Science,Fall 2024,3,14.9,2.6,83.4,No,17,Athletic
STU00408,Engineering,Fall 2024,3,15.7,2.72,85.0,Yes,16,Athletic
STU00409,Engineering,Spring 2024,3,6.1,2.48,79.4,No,39,Need-based
STU00410,Business,Fall 2023,6,16.1,2.42,68.9,No,28,Department
STU00411,Biology,Fall 2023,6,20.8,3.64,68.6,No,17,Athletic
STU00412,Engineering,Fall 2024,5,19.1,3.24,75.3,Yes,18,None
STU00413,Biology,Spring 2024,5,7.8,2.29,100,No,30,Department
STU00414,Biology,Fall 2023,6,14.6,1.99,82.7,No,34,Merit
STU00415,Biology,Fall 2023,5,22.4,3.56,95.6,Yes,24,None
STU00416,Engineering,Spring 2024,4,7.3,2.57,93.2,No,28,Department
STU00417,Mathematics,Fall 2023,6,19.6,3.53,55.4,Yes,12,None
STU00418,Biology,Spring 2024,4,11.2,2.83,75.0,No,30,Department
STU00419,Mathematics,Fall 2024,3,7.3,2.11,57.6,No,,Athletic
STU00420,Business,Fall 2024,4,13.2,2.31,71.1,No,31,None
STU00421,Computer Science,Fall 2023,4,23.4,3.09,78.4,Yes,27,Department
STU00422,Mathematics,Spring 2024,4,15.0,3.02,67.9,No,25,Need-based
STU00423,Business,Fall 2024,6,20.4,3.36,71.4,Yes,23,Department
STU00424,Biology,Spring 2024,5,19.2,2.72,55.5,No,15,Athletic
STU00425,Engineering,Fall 2023,3,20.2,3.53,82.9,No,33,Merit
STU00426,Engineering,Fall 2023,6,11.1,2.37,91.2,No,,Need-based
STU00427,Business,Fall 2024,4,21.1,3.33,87.5,No,5,Need-based
STU00428,Mathematics,Fall 2024,3,24.4,3.24,50.2,Yes,27,Merit
STU00429,Engineering,Fall 2024,3,18.1,2.75,73.7,No,14,Need-based
STU00430,Engineering,Fall 2023,4,19.3,3.54,87.6,Yes,17,Merit
STU00431,Computer Science,Fall 2024,6,8.0,2.7,83.2,Yes,41,Need-based
STU00432,Business,Spring 2024,6,14.2,2.97,79.8,No,11,None
STU00433,Biology,Fall 2024,3,14.3,3.36,81.4,Yes,19,Merit
STU00434,Biology,Spring 2024,5,17.2,2.89,81.4,No,26,None
STU00435,Mathematics,Fall 2024,4,14.8,3.0,91.0,Yes,24,Need-based
STU00436,Engineering,Fall 2023,4,19.2,2.98,86.5,No,36,Merit
STU00437,Computer Science,Spring 2024,3,9.2,2.43,69.6,No,31,Department
STU00438,Business,Fall 2024,5,16.8,2.08,78.1,No,33,Department
STU00439,Business,Fall 2024,4,11.7,2.31,71.7,No,29,Department
STU00440,Mathematics,Spring 2024,4,12.5,2.97,88.2,Yes,35,None
STU00441,Business,Spring 2024,4,15.7,3.71,84.3,Yes,,Athletic
STU00442,Biology,Fall 2023,4,13.4,2.33,78.6,No,36,Department
STU00443,Engineering,Spring 2024,6,15.0,2.8,87.8,Yes,30,Department
STU00444,Computer Science,Fall 2023,5,10.5,2.14,70.9,No,31,Athletic
STU00445,Mathematics,Fall 2024,6,3.0,2.53,83.5,No,,Athletic
STU00446,Business,Spring 2024,6,21.9,3.77,100,No,24,Need-based
STU00447,Biology,Fall 2023,6,24.5,3.46,85.4,No,44,Department
STU00448,Business,Fall 2023,5,6.9,2.27,68.0,Yes,27,Merit
STU00449,Biology,Fall 2023,6,22.3,2.9,83.8,No,,Merit
STU00450,Business,Fall 2024,5,19.7,3.45,48.2,No,39,Need-based
STU00451,Mathematics,Spring 2024,4,11.5,2.42,71.6,No,,Merit
STU00452,Biology,Fall 2023,6,15.0,3.14,97.5,No,35,Merit
STU00453,Engineering,Spring 2024,5,13.1,2.92,98.4,No,16,Merit
STU00454,Mathematics,Fall 2024,4,13.0,2.59,74.3,No,28,Need-based
STU00455,Business,Fall 2024,4,13.6,3.1,82.2,Yes,,Department
STU00456,Computer Science,Spring 2024,6,22.6,2.53,65.4,No,8,Department
STU00457,Mathematics,Fall 2023,6,7.9,2.32,81.6,No,33,Department
STU00458,Biology,Spring 2024,5,8.5,2.27,62.5,No,22,Merit
STU00459,Business,Fall 2024,5,12.7,2.9,94.5,No,36,Athletic
STU00460,Mathematics,Spring 2024,3,19.4,3.29,80.7,No,21,Department
STU00461,Mathematics,Fall 2023,6,15.6,3.13,72.6,No,48,Merit
STU00462,Mathematics,Spring 2024,5,19.6,2.79,76.5,No,5,Department
STU00463,Mathematics,Fall 2024,6,12.4,2.12,79.4,No,21,Merit
STU00464,Mathematics,Spring 2024,3,18.7,2.52,78.2,No,15,None
STU00465,Mathematics,Fall 2024,6,7.0,2.71,88.0,No,23,None
STU00466,Mathematics,Spring 2024,6,12.7,2.52,68.3,No,8,Merit
STU00467,Biology,Spring 2024,5,14.0,3.28,89.4,No,40,Department
STU00468,Mathematics,Fall 2023,3,16.5,2.56,80.4,No,23,Need-based
STU00469,Business,Fall 2023,6,8.2,2.5,61.0,No,36,Athletic
STU00470,Business,Fall 2023,6,15.6,2.36,75.1,No,45,Merit
STU00471,Business,Fall 2023,4,9.8,3.06,77.0,No,,Need-based
STU00472,Biology,Spring 2024,3,11.9,2.84,82.6,No,22,Department
STU00473,Mathematics,Spring 2024,4,22.7,3.12,82.5,Yes,8,Athletic
STU00474,Business,Spring 2024,4,21.0,2.82,91.8,No,14,None
STU00475,Biology,Fall 2024,3,7.5,2.16,59.7,No,32,Athletic
STU00476,Biology,Fall 2023,5,21.5,2.68,76.6,No,24,Department
STU00477,Business,Spring 2024,5,11.1,3.09,53.7,No,38,Athletic
STU00478,Biology,Spring 2024,3,20.7,2.88,86.5,Yes,36,Need-based
STU00479,Engineering,Fall 2024,3,17.8,2.99,79.2,No,5,Need-based
STU00480,Mathematics,Fall 2024,5,10.4,2.8,83.3,No,46,None
STU00481,Computer Science,Spring 2024,6,11.5,2.63,75.5,Yes,18,Athletic
STU00482,Computer Science,Fall 2024,6,26.1,2.83,83.5,No,26,None
STU00483,Computer Science,Fall 2024,4,11.2,3.13,71.5,No,,Department
STU00484,Business,Fall 2023,5,6.2,2.1,75.4,No,25,None
STU00485,Mathematics,Fall 2023,5,15.2,3.07,69.2,No,58,Need-based
STU00486,Computer Science,Fall 2023,5,5.8,2.62,63.8,No,42,None
STU00487,Computer Science,Fall 2024,3,11.1,3.06,78.6,Yes,,Merit
STU00488,Computer Science,Spring 2024,4,12.1,2.79,82.6,No,5,None
STU00489,Biology,Fall 2023,5,10.7,3.09,74.2,Yes,30,Need-based
STU00490,Engineering,Fall 2024,6,18.1,2.8,62.9,No,50,Need-based
STU00491,Mathematics,Spring 2024,5,20.2,3.15,63.5,No,20,None
STU00492,Mathematics,Spring 2024,6,13.3,2.84,90.3,Yes,32,Merit
STU00493,Biology,Fall 2024,6,10.9,2.76,86.2,Yes,13,Need-based
STU00494,Biology,Fall 2023,4,6.3,2.29,82.8,No,46,Merit
STU00495,Computer Science,Fall 2023,3,6.8,2.72,67.3,No,41,Athletic
STU00496,Biology,Fall 2024,4,18.3,2.75,70.1,Yes,41,Athletic
STU00497,Engineering,Spring 2024,4,8.7,1.95,83.4,No,44,Athletic
STU00498,Engineering,Fall 2024,4,24.2,3.01,52.7,No,28,None
STU00499,Computer Science,Spring 2024,3,14.2,2.59,86.4,No,27,Merit
STU00500,Business,Fall 2023,4,14.9,3.13,72.6,No,6,None
STU00501,Mathematics,Fall 2024,5,10.7,2.74,92.6,No,33,Athletic
STU00502,Computer Science,Fall 2023,5,24.7,3.56,54.6,No,36,Merit
STU00503,Mathematics,Fall 2024,6,19.8,3.42,73.3,Yes,21,None
STU00504,Engineering,Fall 2023,6,4.8,2.34,90.3,No,50,Merit
STU00505,Engineering,Spring 2024,4,13.4,3.14,91.1,No,23,Merit
STU00506,Computer Science,Spring 2024,6,28.5,3.85,70.2,Yes,38,Need-based
STU00507,Engineering,Spring 2024,3,14.1,2.05,74.0,No,25,Athletic
STU00508,Mathematics,Fall 2024,5,7.8,2.47,84.7,No,22,None
STU00509,Business,Spring 2024,5,1.4,2.18,73.2,No,22,Department
STU00510,Engineering,Fall 2024,4,15.4,2.69,91.7,No,5,Merit
STU00511,Computer Science,Spring 2024,4,6.4,1.97,94.2,No,22,Merit
STU00512,Computer Science,Fall 2023,5,20.5,2.74,77.4,No,30,None
STU00513,Computer Science,Spring 2024,3,13.6,3.1,75.0,Yes,5,Merit
STU00514,Mathematics,Spring 2024,3,17.5,2.73,88.1,No,,Need-based
STU00515,Engineering,Spring 2024,5,21.8,2.74,52.6,No,36,Department
STU00516,Mathematics,Spring 2024,3,27.2,3.25,67.2,Yes,5,Need-based
STU00517,Computer Science,Fall 2024,4,11.0,2.4,79.0,No,21,Athletic
STU00518,Biology,Spring 2024,6,20.3,3.31,78.7,No,19,Department
STU00519,Engineering,Fall 2024,6,18.4,2.68,88.0,No,28,Department
STU00520,Engineering,Spring 2024,3,21.6,3.12,69.4,No,55,Need-based
STU00521,Computer Science,Fall 2023,6,22.1,3.16,88.0,Yes,23,Athletic
STU00522,Business,Fall 2023,4,14.1,3.04,65.9,Yes,19,Need-based
STU00523,Engineering,Fall 2023,3,7.5,2.2,73.0,No,10,Merit
STU00524,Biology,Fall 2023,5,10.2,2.08,63.5,No,13,Merit
STU00525,Mathematics,Fall 2024,4,12.7,1.81,63.6,No,28,Need-based
STU00526,Engineering,Fall 2023,5,13.5,2.51,72.9,Yes,,Athletic
STU00527,Computer Science,Spring 2024,5,14.4,3.11,81.7,No,16,None
STU00528,Computer Science,Spring 2024,5,21.8,2.89,73.3,No,28,Department
STU00529,Mathematics,Spring 2024,3,17.7,2.6,81.0,Yes,29,None
STU00530,Mathematics,Fall 2023,4,19.5,3.04,86.2,Yes,7,None
STU00531,Engineering,Fall 2023,3,11.6,2.78,54.3,No,5,Merit
STU00532,Computer Science,Fall 2024,6,16.5,2.06,72.1,Yes,,Athletic
STU00533,Computer Science,Fall 2024,4,17.1,2.96,70.8,No,10,None
STU00534,Engineering,Fall 2023,4,10.4,2.12,69.6,No,21,None
STU00535,Biology,Fall 2023,5,15.3,3.42,62.5,Yes,40,Merit
STU00536,Business,Spring 2024,5,17.5,3.14,93.5,Yes,33,Merit
STU00537,Mathematics,Fall 2024,5,15.4,2.76,88.5,Yes,11,Need-based
STU00538,Mathematics,Fall 2023,5,16.9,3.32,73.3,No,20,Need-based
STU00539,Mathematics,Fall 2023,6,12.0,2.93,98.6,No,32,Merit
STU00540,Mathematics,Spring 2024,5,10.5,2.82,65.4,Yes,6,Department
STU00541,Biology,Spring 2024,3,17.4,2.79,64.4,No,59,Athletic
STU00542,Business,Spring 2024,4,17.0,2.63,78.2,No,21,Need-based
STU00543,Biology,Fall 2024,3,15.4,2.91,76.7,Yes,,None
STU00544,Mathematics,Fall 2024,6,19.3,2.55,88.4,Yes,18,Need-based
STU00545,Engineering,Fall 2024,5,7.9,2.4,80.6,No,31,Merit
STU00546,Mathematics,Fall 2024,3,12.4,2.96,79.6,No,25,Merit
STU00547,Engineering,Fall 2023,3,10.4,2.54,95.0,No,33,None
STU00548,Mathematics,Fall 2023,5,19.2,3.0,63.3,Yes,38,Merit
STU00549,Business,Fall 2023,5,17.6,3.03,76.0,Yes,42,Athletic
STU00550,Mathematics,Spring 2024,4,25.9,3.35,67.5,No,22,Athletic
STU00551,Biology,Fall 2024,6,22.4,2.81,72.4,No,,Merit
STU00552,Mathematics,Fall 2023,3,1.8,2.38,70.8,Yes,40,Department
STU00553,Computer Science,Fall 2023,6,24.8,2.69,63.8,No,15,Merit
STU00554,Computer Science,Fall 2023,5,7.7,2.31,65.6,No,5,None
STU00555,Biology,Fall 2023,4,16.5,2.81,82.7,No,21,Merit
STU00556,Engineering,Spring 2024,5,19.2,3.07,86.7,No,30,Department
STU00557,Biology,Fall 2024,3,24.5,3.13,93.2,Yes,24,None
STU00558,Engineering,Fall 2023,3,28.3,3.83,60.5,Yes,,Athletic
STU00559,Biology,Fall 2024,6,14.9,3.09,91.1,No,24,None
STU00560,Computer Science,Fall 2024,5,16.4,2.34,60.1,No,37,Department
STU00561,Biology,Fall 2024,4,14.1,2.79,85.2,No,10,Department
STU00562,Biology,Fall 2023,5,15.1,2.25,59.5,No,18,Merit
STU00563,Engineering,Fall 2023,5,17.4,2.81,87.1,No,,None
STU00564,Business,Fall 2024,4,20.0,3.25,83.9,No,21,Need-based
STU00565,Mathematics,Fall 2024,3,16.7,2.47,73.5,No,15,Merit
STU00566,Computer Science,Fall 2023,3,4.7,2.8,96.1,Yes,22,Department
STU00567,Business,Fall 2024,5,22.3,3.3,63.9,No,25,Merit
STU00568,Biology,Fall 2023,5,10.0,2.16,71.9,No,18,Merit
STU00569,Engineering,Fall 2023,6,13.9,2.75,71.0,No,15,None
STU00570,Biology,Spring 2024,4,6.3,2.81,77.5,No,25,None
STU00571,Mathematics,Fall 2024,3,16.2,2.52,73.9,No,45,Merit
STU00572,Business,Spring 2024,6,14.4,2.7,58.9,No,20,Athletic
STU00573,Business,Spring 2024,4,21.1,2.51,79.5,No,35,Merit
STU00574,Engineering,Spring 2024,4,17.6,2.91,60.8,Yes,42,Department
STU00575,Computer Science,Fall 2024,4,26.3,3.83,57.4,Yes,,None
STU00576,Biology,Spring 2024,6,25.4,3.27,66.2,No,43,Department
STU00577,Business,Spring 2024,4,9.6,2.05,66.2,Yes,25,Need-based
STU00578,Mathematics,Spring 2024,5,13.1,3.01,100,No,45,Merit
STU00579,Engineering,Fall 2024,4,21.8,2.95,55.0,Yes,23,Need-based
STU00580,Engineering,Spring 2024,5,12.8,2.61,77.1,No,39,Athletic
STU00581,Computer Science,Fall 2023,6,9.5,2.53,78.4,No,19,Athletic
STU00582,Mathematics,Spring 2024,6,14.1,2.76,89.0,Yes,11,Athletic
STU00583,Mathematics,Fall 2023,4,25.3,3.82,100,Yes,20,Department
STU00584,Biology,Fall 2023,6,11.0,2.6,72.4,No,28,Athletic
STU00585,Mathematics,Fall 2024,5,20.1,2.87,50.4,No,38,Need-based
STU00586,Computer Science,Fall 2023,4,9.7,2.56,59.0,Yes,25,None
STU00587,Mathematics,Fall 2024,3,10.1,2.29,82.9,No,33,Athletic
STU00588,Business,Fall 2024,6,13.5,2.79,85.1,No,29,Need-based
STU00589,Business,Spring 2024,4,18.6,2.27,72.1,No,34,Department
STU00590,Mathematics,Spring 2024,4,12.9,3.07,68.7,Yes,16,Athletic
STU00591,Mathematics,Fall 2024,5,14.5,3.01,74.2,No,27,Athletic
STU00592,Biology,Fall 2023,6,17.0,3.21,98.8,Yes,25,Department
STU00593,Engineering,Spring 2024,4,17.3,2.96,51.9,Yes,35,Athletic
STU00594,Mathematics,Fall 2023,4,6.0,1.82,68.4,No,,Department
STU00595,Biology,Spring 2024,3,23.0,2.82,80.1,No,22,Need-based
STU00596,Engineering,Fall 2024,4,16.1,3.06,75.4,No,10,None
STU00597,Engineering,Fall 2023,6,14.3,2.22,70.6,No,43,Department
STU00598,Engineering,Fall 2023,6,9.0,2.72,94.5,No,9,Merit
STU00599,Engineering,Fall 2023,5,12.9,2.46,88.1,Yes,33,Department
STU00600,Mathematics,Fall 2023,3,12.4,3.27,85.4,Yes,31,Merit
STU00601,Biology,Spring 2024,4,16.2,3.04,77.4,No,38,Department
STU00602,Engineering,Spring 2024,6,16.9,2.6,81.9,No,,Department
STU00603,Mathematics,Spring 2024,4,6.6,2.11,100,No,19,Athletic
STU00604,Business,Spring 2024,5,10.8,2.57,79.1,No,39,None
STU00605,Computer Science,Fall 2024,4,13.0,2.21,69.1,Yes,20,Need-based
STU00606,Biology,Fall 2023,4,22.3,2.85,60.2,No,11,Need-based
STU00607,Engineering,Fall 2023,6,15.3,3.06,82.0,No,35,Need-based
STU00608,Business,Fall 2024,3,17.5,3.05,88.1,No,38,Need-based
STU00609,Mathematics,Spring 2024,3,20.7,2.7,71.5,No,44,Athletic
STU00610,Biology,Fall 2023,4,12.1,2.57,80.2,Yes,33,Need-based
STU00611,Mathematics,Spring 2024,4,11.1,3.01,87.9,No,,Need-based
STU00612,Computer Science,Spring 2024,4,26.1,3.23,88.0,No,45,None
STU00613,Business,Spring 2024,5,1.8,1.88,83.8,No,11,Athletic
STU00614,Biology,Fall 2024,4,15.0,2.91,81.3,No,36,Athletic
STU00615,Biology,Spring 2024,6,19.4,3.25,86.1,No,19,Athletic
STU00616,Computer Science,Fall 2023,6,14.9,2.54,100,No,22,None
STU00617,Mathematics,Spring 2024,3,22.6,3.02,79.2,No,25,Department
STU00618,Business,Spring 2024,5,10.3,2.2,88.4,No,32,Merit
STU00619,Engineering,Fall 2023,5,10.4,3.23,74.8,Yes,27,Athletic
STU00620,Business,Fall 2024,4,13.1,3.12,72.0,Yes,34,Merit
STU00621,Engineering,Spring 2024,3,6.3,2.9,89.1,No,38,Athletic
STU00622,Business,Fall 2023,5,21.9,3.3,72.6,No,30,Athletic
STU00623,Computer Science,Fall 2023,5,15.3,2.14,71.1,No,43,Merit
STU00624,Mathematics,Spring 2024,3,24.3,3.13,84.0,No,40,None
STU00625,Computer Science,Spring 2024,4,14.5,2.8,77.5,Yes,23,Need-based
STU00626,Computer Science,Fall 2024,6,16.2,3.14,77.7,Yes,22,Athletic
STU00627,Biology,Fall 2024,4,9.6,3.09,79.8,Yes,5,None
STU00628,Computer Science,Fall 2023,4,9.6,2.54,85.2,No,50,Merit
STU00629,Business,Fall 2023,4,8.0,2.29,90.0,No,40,Need-based
STU00630,Biology,Spring 2024,3,4.1,2.32,79.5,No,42,Athletic
STU00631,Business,Fall 2024,5,12.7,2.49,57.2,No,5,None
STU00632,Engineering,Fall 2023,4,7.3,2.02,74.2,No,37,Athletic
STU00633,Engineering,Spring 2024,3,8.8,2.42,74.4,No,,Merit
STU00634,Computer Science,Fall 2023,5,11.8,2.97,70.6,No,27,Merit
STU00635,Biology,Fall 2024,6,26.4,3.14,64.2,No,38,None
STU00636,Computer Science,Fall 2023,4,12.1,2.68,78.8,No,16,Department
STU00637,Mathematics,Spring 2024,4,19.8,3.07,69.7,Yes,11,Department
STU00638,Business,Spring 2024,4,9.7,2.37,81.3,No,5,None
STU00639,Engineering,Fall 2023,4,24.6,3.03,81.7,Yes,22,Athletic
STU00640,Business,Fall 2023,6,7.4,2.4,75.3,No,5,Department
STU00641,Computer Science,Fall 2024,3,8.0,2.72,86.9,No,19,None
STU00642,Engineering,Fall 2023,5,9.8,2.77,93.5,No,34,None
STU00643,Mathematics,Fall 2024,6,19.7,3.03,82.2,No,17,Department
STU00644,Mathematics,Spring 2024,3,23.2,3.31,57.8,No,55,None
STU00645,Mathematics,Fall 2024,5,9.7,3.06,74.5,Yes,29,None
STU00646,Business,Fall 2023,3,15.2,3.5,71.6,Yes,10,Need-based
STU00647,Biology,Fall 2023,3,14.5,3.25,98.5,No,32,Athletic
STU00648,Biology,Spring 2024,4,8.5,2.55,77.9,No,18,None
STU00649,Biology,Spring 2024,6,3.1,2.29,62.6,No,42,Merit
STU00650,Engineering,Spring 2024,5,11.1,2.44,50.1,No,44,Need-based
STU00651,Engineering,Fall 2024,6,13.2,2.84,81.5,Yes,45,Need-based
STU00652,Mathematics,Spring 2024,3,22.1,3.21,95.0,No,24,Need-based
STU00653,Engineering,Fall 2023,4,17.4,2.85,84.3,No,29,Department
STU00654,Biology,Fall 2024,3,16.5,2.63,85.0,No,18,Merit
STU00655,Computer Science,Spring 2024,5,9.7,1.91,86.1,No,24,None
STU00656,Engineering,Fall 2023,3,8.3,2.29,69.6,No,25,Athletic
STU00657,Mathematics,Fall 2024,4,9.2,2.74,54.7,No,37,Athletic
STU00658,Mathematics,Fall 2023,6,8.0,2.13,77.1,No,35,Need-based
STU00659,Engineering,Spring 2024,6,20.6,3.26,69.4,No,58,Athletic
STU00660,Business,Fall 2024,5,11.9,2.43,76.0,No,32,Athletic
STU00661,Computer Science,Spring 2024,5,7.2,3.11,88.9,Yes,19,None
STU00662,Business,Spring 2024,3,20.5,3.36,93.2,No,36,None
STU00663,Engineering,Spring 2024,6,21.7,3.4,72.8,No,8,Need-based
STU00664,Mathematics,Fall 2023,5,11.0,2.27,50.6,No,24,Merit
STU00665,Mathematics,Fall 2023,5,14.7,2.68,72.1,No,33,Athletic
STU00666,Computer Science,Fall 2023,6,12.3,2.58,74.9,No,32,None
STU00667,Computer Science,Fall 2024,5,7.9,2.37,66.9,No,21,Athletic
STU00668,Computer Science,Fall 2024,3,13.4,2.74,73.3,Yes,18,Need-based
STU00669,Computer Science,Spring 2024,3,13.5,2.94,70.1,Yes,29,Merit
STU00670,Business,Spring 2024,6,14.3,2.72,79.1,No,21,Need-based
STU00671,Computer Science,Fall 2024,4,17.7,2.77,83.5,No,28,None
STU00672,Computer Science,Fall 2024,4,16.6,2.65,77.4,No,38,Need-based
STU00673,Biology,Spring 2024,4,12.5,2.84,86.0,No,11,None
STU00674,Engineering,Fall 2024,5,4.3,2.15,90.4,No,42,Need-based
STU00675,Engineering,Fall 2023,6,11.4,2.31,57.2,Yes,29,Need-based
STU00676,Engineering,Fall 2024,3,12.6,2.09,73.1,No,5,None
STU00677,Computer Science,Spring 2024,3,14.6,2.55,83.2,No,40,Department
STU00678,Business,Fall 2024,6,19.2,3.71,80.0,Yes,34,None
STU00679,Business,Spring 2024,5,15.4,3.39,62.3,Yes,20,Athletic
STU00680,Engineering,Fall 2023,4,13.2,2.9,79.5,Yes,30,Merit
STU00681,Biology,Fall 2023,5,21.5,2.92,100,Yes,40,Merit
STU00682,Biology,Fall 2024,6,15.8,2.64,76.8,No,23,None
STU00683,Engineering,Fall 2023,5,22.4,3.03,64.2,No,19,Merit
STU00684,Computer Science,Fall 2024,6,2.3,2.02,70.9,No,27,Athletic
STU00685,Computer Science,Spring 2024,3,14.5,2.7,58.6,No,26,Merit
STU00686,Biology,Fall 2023,3,21.0,2.55,88.8,No,42,Athletic
STU00687,Computer Science,Spring 2024,5,18.2,2.63,72.2,No,20,Merit
STU00688,Computer Science,Spring 2024,3,8.7,2.37,67.4,No,32,Department
STU00689,Engineering,Spring 2024,4,13.8,3.1,64.0,No,,Need-based
STU00690,Business,Fall 2024,5,16.0,2.81,97.9,No,31,Need-based
STU00691,Engineering,Fall 2023,6,12.4,2.49,79.7,No,35,Athletic
STU00692,Business,Fall 2024,4,16.7,3.31,82.2,Yes,27,Department
STU00693,Biology,Spring 2024,5,13.4,2.6,73.5,No,21,Department
STU00694,Biology,Spring 2024,6,19.9,3.04,80.0,No,31,Athletic
STU00695,Business,Fall 2023,5,13.4,2.61,78.9,No,33,Department
STU00696,Engineering,Spring 2024,4,12.4,3.36,62.2,No,30,None
STU00697,Business,Fall 2024,3,8.9,2.41,83.5,No,27,Department
STU00698,Engineering,Fall 2023,6,8.7,1.92,86.6,No,30,Need-based
STU00699,Engineering,Fall 2023,5,20.0,2.93,100,No,21,Need-based
STU00700,Engineering,Fall 2024,5,10.7,3.09,60.7,No,44,Athletic
STU00701,Business,Fall 2023,3,12.0,2.62,85.6,No,19,None
STU00702,Computer Science,Fall 2024,4,10.4,2.96,66.7,Yes,39,Merit
STU00703,Biology,Fall 2024,4,21.2,3.35,70.6,Yes,27,Department
STU00704,Computer Science,Spring 2024,4,5.2,2.25,68.5,No,48,None
STU00705,Computer Science,Fall 2024,6,23.2,3.18,90.8,No,26,Department
STU00706,Biology,Spring 2024,4,9.8,3.16,67.2,Yes,8,Need-based
STU00707,Biology,Spring 2024,5,13.3,2.96,91.3,Yes,20,Merit
STU00708,Engineering,Spring 2024,6,5.3,2.31,81.2,No,,None
STU00709,Business,Fall 2023,6,22.8,3.43,57.5,No,21,Need-based
STU00710,Computer Science,Spring 2024,6,4.6,1.83,87.0,No,36,Athletic
STU00711,Engineering,Fall 2023,6,6.3,2.45,82.2,No,18,Athletic
STU00712,Business,Fall 2023,4,8.4,1.97,83.6,No,37,None
